,artno,country,url,headline,risk_scale,risk2,risk_explicit,risk_consensus,risk_precision,cancer_type,researchrelated
,2351,us,https://www.businessinsider.com/r-us-judge-allows-lawsuits-over-monsantos-roundup-to-proceed-to-trial-2018-7?r=US&IR=T,"5,000 lawsuits claim Monsanto's Roundup weed-killer caused cancer — hundreds will now proceed to trial",8,7,Monsanto's Roundup weed killer,glyphosate from RoundUp,,general,0
,2352,us,https://www.reuters.com/article/us-guantanamo-cancer-lawsuit/lawyers-working-at-guantanamo-sue-pentagon-over-cancer-risk-idUSKBN17D2N2,Lawyers working at Guantanamo sue Pentagon over cancer risk,8,7,Guantanamo,Guantanamo environment,,general,0
,2353,us,https://www.forbes.com/sites/victoriaforster/2019/05/08/levels-of-cancer-causing-chemicals-in-nail-salons-higher-than-in-auto-garages/#106167cf54f0,Levels Of Some Cancer-Causing Chemicals In Nail Salons Higher Than In Auto Garages Says New Study,9,8,chemicals in nail salons,formaldehyde from nail salons,,general,1
,2354,us,https://www.medicalnewstoday.com/articles/322517.php#1,Link between diabetes and cancer risk firmly established',10,9,diabetes,diabetes,,general,1
,2357,us,https://www.ft.com/content/1ed2c466-0d22-11ea-bb52-34c8d9dc6d84,Living near main road ‘could raise lung cancer risk by 10 per cent’,8,7,living near main road,air pollution,,lung cancer,1
,2358,us,https://www.reuters.com/article/us-health-menopause-breast-cancer/long-lasting-menopause-symptoms-may-be-tied-to-slightly-higher-breast-cancer-risk-idUSKCN1PB22C,Long-lasting menopause symptoms may be tied to slightly higher breast cancer risk,8,7,long-lasting menopause symptoms,long-lasting menopause symptoms,,breast cancer,1
,2359,us,https://www.forbes.com/sites/daviddisalvo/2017/10/31/using-aspirin-long-term-reduces-cancer-risk-according-to-study/#2d739a0c5b31,"Long-Term Aspirin Use May Reduce Cancer Risk, Study Finds",3,3,long-term aspirin use,aspirin,,general,1
,2360,us,https://eu.usatoday.com/story/news/health/2019/09/23/losartan-recall-fda-says-more-blood-pressure-medicine-has-cancer-risk/2418140001/,Losartan recall: FDA says more blood pressure medicine has cancer risk,9,8,losartan,contaminated heart drugs,,general,0
,2361,us,https://www.medicalnewstoday.com/articles/317648.php#1,"Low physical activity increases risk of bladder, kidney cancer",9,8,low physical activity,inactivity,,"bladder cancer, kidney cancer",1
,2362,us,https://www.medicalnewstoday.com/articles/322143.php#1,Low vitamin D levels may raise bowel cancer risk,8,7,low vitamin D levels,low level of vitamin D,,bowel cancer,1
,2364,us,https://edition.cnn.com/2017/04/03/health/aspirin-fight-cancer-death-study/index.html,"Aspirin can reduce risk of death from cancer, study says",3,3,aspirin,aspirin,,general,1
,2365,us,https://edition.cnn.com/2017/05/01/health/breast-cancer-aspirin-risk-reduction-study/index.html,"Low-dose aspirin linked to lower breast cancer risk, study says",2,2,low-dose aspirin,aspirin,,breast cancer,1
,2366,us,https://www.medicalnewstoday.com/articles/317248.php#1,Low-dose aspirin may cut breast cancer risk by a fifth,3,3,low-dose aspirin,aspirin,,breast cancer,1
,2367,us,https://www.webmd.com/breast-cancer/news/20170501/low-dose-aspirin-may-lower-risk-for-common-breast-cancer-by-20-percent#1,Low-Dose Aspirin May Lower Breast Cancer Risk,3,3,low-dose aspirin,aspirin,,breast cancer,1
,2369,us,https://www.nbcnews.com/health/womens-health/low-fat-diet-helps-reduce-risk-dying-breast-cancer-study-n1005381,"Low-fat diet helps reduce risk of dying from breast cancer, study finds",2,2,low-fat diet,low-fat diet,,breast cancer,1
,2370,us,https://www.webmd.com/cancer/pancreatic-cancer/news/20171109/low-fat-diet-may-cut-pancreatic-cancer-risk-for-overweight-older-women,Low-Fat Diet May Cut Pancreatic Cancer Risk,3,3,low-fat diet,low-fat diet,,pancreatic cancer,1
,2371,us,https://www.cbsnews.com/news/low-fat-diet-may-reduce-risk-of-dying-from-breast-cancer-study-finds/,"Low-fat diet may reduce risk of dying from breast cancer, study finds",3,3,low-fat diet,low-fat diet,,breast cancer,1
,2372,us,https://www.businessinsider.com/low-fat-diets-risk-dying-of-breast-cancer-2019-5?r=US&IR=T,Low-fat diets could lower the risk of dying of breast cancer. That may be bad news for keto fans,3,3,low-fat diets,low-fat diet,,breast cancer,1
,2373,us,https://www.healthline.com/health-news/lower-breast-cancer-risk-eating-onions-garlic,"Lower Breast Cancer Risk by Eating More Onions, Garlic",2,2,"onions, garlic",fruits and vegetables,,breast cancer,1
,2373,us,https://www.healthline.com/health-news/lower-breast-cancer-risk-eating-onions-garlic,"Lower Breast Cancer Risk by Eating More Onions, Garlic",2,2,"onions, garlic",onions and garlic,,breast cancer,1
,2374,us,https://www.washingtonpost.com/health/2019/05/15/lower-fat-diet-reduces-risk-dying-breast-cancer-study-says/,"Lower-fat diet reduces women’s risk of dying from breast cancer, study says",2,2,lower-fat diet,low-fat diet,women,breast cancer,1
,2376,us,https://fortune.com/2017/08/23/lung-cancer-vitamin-b-fact-check/,Does Taking Vitamin B Really Increase Your Lung Cancer Risk?,7,6,vitamin B,vitamin B supplements,,lung cancer,1
,2379,us,https://edition.cnn.com/2019/06/06/entertainment/marcia-cross-husband-cancer-trnd/index.html,Marcia Cross says her anal cancer is linked to HPV and husband's throat cancer,9,8,HPV,HPV,a person,"anal cancer, throat cancer",0
,2380,us,https://eu.usatoday.com/story/life/people/2019/06/06/marcia-cross-hpv-may-have-caused-cancer-her-and-husband/1360720001/,Marcia Cross says HPV may have caused cancer for her and her husband,8,7,HPV,HPV,a person,general,0
,2381,us,https://www.businessinsider.com/marcia-cross-how-to-prevent-hpv-anal-cancers-2019-11?r=US&IR=T,Marcia Cross' anal cancer may have been linked to HPV. She wants people to know they could have the virus too,8,7,HPV,HPV,,anal cancer,0
,2383,us,https://nypost.com/2017/06/08/mars-astronauts-face-a-huge-risk-of-getting-cancer/,Mars astronauts face a huge risk of getting cancer,10,9,Mars astronauts,spaceflights,,general,1
,2384,us,https://www.reuters.com/article/us-breast-cancer-prophylaxis/medication-can-lower-some-womens-risk-of-breast-cancer-idUSKCN1VO2T1,Medication can lower some women's risk of breast cancer,3,3,medication,tamoxifen,,breast cancer,1
,2385,us,https://edition.cnn.com/2017/03/07/health/mediterranean-diet-breast-cancer-study-food/index.html,"Mediterranean diet linked to lower breast cancer risk, study says",2,2,mediterranean diet,mediterranean diet,,breast cancer,1
,2386,us,https://www.healthline.com/health-news/the-breast-gland-also-has-a-microbiome-and-your-diet-affects-it,Mediterranean Diet Reduces Cancer Risk,2,2,mediterranean diet,mediterranean diet,,general,1
,2387,us,https://www.reuters.com/article/us-health-infertility-cancer/men-who-conceive-with-assisted-reproduction-at-increased-prostate-cancer-risk-idUSKBN1WP2RL,Men who conceive with assisted reproduction at increased prostate cancer risk,9,8,assisted reproduction,assisted reproduction,men,prostate cancer,1
,2388,us,https://www.reuters.com/article/us-health-colon-yogurt/men-who-eat-yogurt-may-have-lower-colon-cancer-risk-idUSKCN1TY2ME,Men who eat yogurt may have lower colon cancer risk,3,3,yogurt,yogurt,men,colon cancer,1
,2389,us,https://www.healthline.com/health/microwave-popcorn-cancer,Microwave Popcorn Cancer: Does it Really Cause Cancer?,7,6,microwave popcorn,microvave ovens,,general,1
,2390,us,https://www.reuters.com/article/us-health-vaping-carcinogens-study/mint-menthol-e-cigarette-liquids-high-in-cancer-causing-compound-study-idUSKBN1W12Q5,"Mint, menthol e-cigarette liquids high in cancer-causing compound: study",9,8,"mint, menthol e-cigarette liquids compound",e-cigarettes and vaping,,general,1
,2391,us,https://markets.businessinsider.com/news/stocks/misconceptions-about-hpv-could-put-quebecers-at-risk-of-cancer-1028462218,Misconceptions about HPV could put Quebecers at risk of cancer,8,7,misconceptions about HPV,lack of knowledge,,general,1
,2392,us,https://www.businessinsider.com/breastfeeding-link-lower-breast-cancer-risk-mmoms-arent-told-2018-12?r=UK,Doctors don't always tell mothers about the link between breastfeeding and lower breast cancer risk. Some say knowing would influence their decision,2,2,breastfeeding,breastfeeding,,breast cancer,1
,2393,us,https://edition.cnn.com/2018/08/10/health/monsanto-johnson-trial-verdict/index.html,Jurors give $289 million to a man they say got cancer from Monsanto's Roundup weedkiller,9,8,Monsanto's Roundup weedkiller,glyphosate from RoundUp,a person,general,0
,2394,us,https://www.cbsnews.com/news/monsanto-faces-its-first-trial-over-allegations-roundup-ingredient-caused-cancer-glyphosate/,Monsanto faces its first trial over allegations Roundup ingredient caused cancer,8,7,Roundup,glyphosate from RoundUp,,general,0
,2395,us,https://www.nbcnews.com/news/us-news/monsanto-parent-company-bayer-faces-thousands-roundup-cancer-cases-after-n1007246,Monsanto faces thousands of Roundup-cancer lawsuits after $2 billion verdict,8,7,Roundup,glyphosate from Roundup,,general,0
,2397,us,https://edition.cnn.com/2019/03/20/health/monsanto-verdict-federal/index.html,Jurors say Roundup contributed to a 2nd man's cancer. Now thousands more cases against Monsanto await,9,8,Roundup,glyphosate from RoundUp,a person,general,0
,2398,us,https://www.nytimes.com/2018/03/21/health/breast-implants-lymphoma.html,More Cases Are Reported of Unusual Cancer Linked to Breast Implants,9,8,breast implants,textured breast implants,,general,0
,2399,us,https://www.webmd.com/breast-cancer/news/20180323/more-cases-of-breast-implant-linked-cancer,More Cases of Breast Implant-Linked Cancer: FDA,9,8,breast implants,textured breast implants,,general,0
,2400,us,https://www.reuters.com/article/us-health-welding-cancer/more-evidence-welding-fumes-raise-lung-cancer-risk-idUSKCN1SR2IA,More evidence welding fumes raise lung cancer risk,9,8,welding fumes,welding fumes,,lung cancer,1
,2401,us,https://www.huffpost.com/entry/americans-hpv-infection-cancer_n_58e7d3cfe4b05413bfe2b905,More Than 1 In 5 Americans Have A Potentially Cancer-Causing HPV Infection,8,7,HPV,HPV,,general,1
,2402,us,https://www.washingtonpost.com/news/to-your-health/wp/2017/04/06/more-than-1-in-5-u-s-adults-were-infected-by-a-type-of-high-risk-hpv-cdc-report-shows/,"More than 1 in 5 U.S. adults are infected with cancer-causing HPV, CDC report says",9,8,HPV,HPV,,general,1
,2403,us,https://www.foxnews.com/science/more-than-100000-cancer-cases-could-be-caused-by-contaminants-in-tap-water-study-finds,"More than 100,000 cancer cases could be caused by contaminants in tap water, study finds",8,7,contaminants in tap water,contaminated US' water,,general,1
,2404,us,https://fortune.com/2019/02/27/bayer-monsanto-weedkiller-cancer-risk/,"More than 11,000 People Are Now Suing Bayer over Weedkiller Cancer Risk",8,7,weedkiller,glyphosate from RoundUp,,general,0
,2405,us,https://www.wsj.com/articles/more-women-may-need-testing-for-cancer-linked-mutated-genes-11566341233,More Women May Need Testing for Cancer-Linked Mutated Genes,9,8,mutated genes,genetic variants and mutations,women,general,1
,2406,us,https://edition.cnn.com/2019/06/26/health/morning-people-night-owls-sleep-breast-cancer-risk-intl/index.html,"Morning people may have a lower risk of breast cancer, says study",3,3,morning people,early rising,,general,1
,2407,us,https://www.medicalnewstoday.com/articles/325606.php#1,Morning people may have lower breast cancer risk,3,3,morning people,early rising,,breast cancer,1
,2408,us,https://www.usnews.com/news/health-news/articles/2019-09-16/most-americans-in-the-dark-about-cancer-causing-hpv-survey-finds,"Most Americans in the Dark About Cancer-Causing HPV, Survey Finds",9,8,HPV,HPV,,general,1
,2409,us,https://qz.com/1039535/in-the-us-most-people-are-drinking-water-that-is-legally-safe-but-isnt-actually-risk-free/,"In the US, most people are drinking water that is legally “safe” but isn’t actually risk-free",8,7,drinking water,contaminated US' water,,general,1
,2410,us,https://www.usnews.com/news/health-news/articles/2019-10-07/mouse-study-suggests-vaping-might-raise-cancer-risk,Mouse Study Suggests Vaping Might Raise Cancer Risk,8,7,vaping,e-cigarettes and vaping,,general,1
,2411,us,https://www.medicalnewstoday.com/articles/320232.php#1,Mouth bacteria linked to esophageal cancer,9,8,mouth bacteria,mouth bacteria,,esophageal cancer,1
,2412,us,https://www.webmd.com/multiple-sclerosis/news/20190701/ms-linked-to-higher-cancer-risk#1,MS Linked to Higher Cancer Risk,9,8,MS,multiple sclerosis,,general,1
,2413,us,https://www.nbcnews.com/health/health-news/multigene-test-may-find-risk-heart-disease-diabetes-breast-cancer-n900356,"Multigene test may find risk for heart disease, diabetes and breast cancer",8,7,multigene test,genetic variants and mutations,,breast cancer,1
,2414,us,https://www.vice.com/en_us/article/a3ded8/my-breast-implants-could-give-me-cancer,My Breast Implants Could Give Me Cancer,8,7,breast implants,textured breast implants,,general,0
,2415,us,https://www.cnet.com/news/nasa-study-shows-travelling-to-mars-could-ruin-your-gut-and-cause-cancer/,NASA study shows travelling to Mars could ruin your gut and cause cancer,8,7,travelling to Mars,spaceflights,,general,1
,2416,us,https://www.vice.com/en_us/article/mvbnxp/nearly-all-of-us-have-a-virus-that-causes-cancer,Nearly All of Us Have a Virus that Causes Cancer,9,8,virus,EBV,,general,1
,2417,us,https://edition.cnn.com/2017/08/22/health/light-at-night-breast-cancer-partner/index.html,"Study links brighter neighborhoods, breast cancer risk",9,8,brighter neighborhoods,nocturnal lightning,,breast cancer,1
,2418,us,https://www.forbes.com/sites/stevensavage/2017/03/21/new-biotech-crops-could-dramatically-reduce-cancer-risk-in-developing-countries/#3039b5c3132f,New Biotech Crops Could Dramatically Reduce Cancer Risk In Developing Countries,3,3,biotech crops,GM crops,,general,1
,2419,us,https://www.businessinsider.com/new-birth-control-methods-linked-to-increased-breast-cancer-risk-2017-12?r=US&IR=T,Study links new birth control methods to slight increase in breast cancer risk,8,7,new birth control methods,HRT and contraception drugs,,breast cancer,1
,2420,us,https://www.webmd.com/sex/birth-control/news/20180926/new-birth-control-pills-tied-to-lower-odds-cancer-risk#1,Newer Birth Control Pills Tied to Lower Odds for Ovarian Cancer,2,2,newer birth control pills,HRT and contraception drugs,,ovarian cancer,1
,2422,us,https://www.reuters.com/article/us-health-bloodpressure-fda/new-cancer-causing-toxin-found-in-recalled-blood-pressure-pills-idUSKCN1QI4XF,New cancer-causing toxin found in recalled blood pressure pills,9,8,blood pressure pills,contaminated heart drugs,,general,0
,2423,us,https://www.businessinsider.com/epa-emissions-regulations-cancer-chemical-plants-2019-11?r=US&IR=T,New air-quality rules would let chemical plants in an area known as 'Cancer Alley' keep spewing out carcinogenic toxins,9,8,toxins,air pollution,,general,0
,2424,us,https://edition.cnn.com/2017/03/27/health/genes-linked-to-brain-ovarian-cancer-study/index.html,Gene changes linked to greater risk of brain and ovarian cancer,9,8,gene changes,genetic variants and mutations,,"brain cancer, ovarian cancer",1
,2425,us,https://edition.cnn.com/2018/02/23/health/ovarian-cancer-new-gene-x-chromosome-study/index.html,New genetic link found in ovarian cancer cases,9,8,genetic,genetic variants and mutations,,ovarian cancer,1
,2426,us,https://www.businessinsider.com/new-reports-are-saying-that-nutella-could-cause-cancer-2017-1?r=US&IR=T,People are freaking out about new reports that Nutella could reportedly cause cancer,8,7,Nutella,palm oil from Nutella,,general,0
,2428,us,https://www.businessinsider.com/vitamins-supplements-disease-cancer-2017-8?r=US&IR=T,"We should never have told people to start taking vitamins, and new research linking one type to cancer shows why",9,8,taking vitamins,supplements,,general,1
,2429,us,https://www.wsj.com/articles/new-study-links-toxic-sept-11-dust-to-prostate-cancer-11561003261,New Study Links Toxic Sept. 11 Dust to Prostate Cancer ,9,8,toxic Sept. 11 dust,building catastrophes,,general,1
,2431,us,https://www.cbsnews.com/news/newer-birth-control-pills-tied-to-lower-risk-of-ovarian-cancer/,Newer birth control pills tied to lower risk of ovarian cancer,3,3,birth control pills,HRT and contraception drugs,,ovarian cancer,1
